,CR03,CR06,CR10,CR20,CR30,CR35,CR40,CR45,CR50,CR54,CR58,CR63,CR67,CR71,CR75,CR79,CR84,CR88,CR90,CR93
R61.0,,,,,,,,,10.88116504754214,10.00577135295037,9.390477293332893,8.948255928003748,,,,,,7.678989320389031,,
R62.0,,,,,,,,,10.98137509695204,10.07782204893496,9.452660182973451,8.999900798118404,,,,,,,,
R63.0,,,,,,,,,11.086619990218866,10.149137138604855,9.514267279376206,,,,,,,,,
R64.0,,,,,,,,,,10.219705072460254,9.575048762648748,,,,,,,,,
R65.0,,,,,,,,,,10.290058658315765,9.635136619581711,,,,,,,,,
R66.0,,,,,,,,,,10.363531521346005,9.694500738215048,,,,,,,,,
R67.0,,,,,,,,,,,,,,,,,,,,
R68.0,,,,,,,,,,,,,,,,,,,,
R69.0,,,,,,,,,,,,,,,,,,,,
R70.0,,,,,,,,,,,,,,,,,,,,
R71.0,,,,,,,,,,,,,,,,,,,,
R72.0,,,,,,,,,,,,,,,,,,,,
R73.0,,,,,,,,,,,,,,,,,,,,
R74.0,,,,,,,,,,,,,,,,,,,,
R75.0,,,,,,,,,,,,,,,,,,,,
R76.0,,,,,,,,,,,,,,,,,,,,
R77.0,,,,,,,,,,,,,,,,,,,,
R78.0,,,,,,,,,,,,,,,,,,,,
R79.0,,,,,,,,,,,,,,,,,,,,
R80.0,,,,,,,,,,,,,,,,,,,,
R81.0,,,,,,,,,,,,,,,,,,,,
R82.0,,,,,,,,,,,,,,,,,,,,
R83.0,,,,,,,,,,,,,,,,,,,,
R84.0,,,,,,,,,,,,,,,,,,,,
R85.0,,,,,,,,,,,,,,,,,,,,
R86.0,,,,,,,,,,,,,,,,,,,,
R87.0,,,,,,,,,,,,,,,,,,,,
R88.0,,,,,,,,,,,,,,,,,,,,
R89.0,,,,,,,,,,,,,,,,,,,,
R90.0,,,,,,,,,,,,,,,,,,,,
R91.0,,,,,,,,,,,,,,,,,,,,
R92.0,,,,,,,,,,,,,,,,,,,,
R93.0,,,,,,,,,,,,,,,,,,,,
R94.0,,,,,,,,,,,,,,,,,,,,
R95.0,,,,,,,,,,,,,,,,,,,,
R96.0,,,,,,,,,,,,,,,,,,,,
R97.0,,,,,,,,,,,,,,,,,,,,
R98.0,,,,,,,,,,,,,,,,,,,,
R99.0,,,,,,,,,,,,,,,,,,,,
R100.0,,,,,,,,,,,,,,,,,,,,
R101.0,,,,,,,,,,,,,,,,,,,,
R102.0,,,,,,,,,,,,,,,,,,,,
